ID,Current Position,Targeted Position,Total Working Experience,Candidate Level,Domisili,Education 1,Education 2,Education 3,Expected Benefit Botom,Expected Benefit Up,Notice Period,Tech Stack,Certification,Estimate Bottom,Estimate Up
SKU-SOBA193,Software Engineer,Backend Developer,3,Mid-Level,"Tangerang, Indonesia","University of Brawijaya Coursework in International Relations Completed 119 SKS - Malang, 2013",,,10000000,14000000,2 weeks,"Typescript, Go, Nest.js, Node.js, React, PostgreSQL, Redis, MongoDB, AWS DynamoDB, Deployment on AWS and GCP, Terraform, Docker, CI/CD Pipeline on GitLab CI, Event-Driven Architecture, Domain-Driven Design, Asynchronous Communication via SQS, Redis, and Pub/Sub","[""AWS Certified Cloud Practitioner""]",12000000.0,18000000.0
SKU-WENU936,Web Developer,,1,Junior,Bali,"Udayana University, Computer Science, 2022",,,0,0,,"Python, Javascript (Node.js), Java, React, vue.js, Angular, Spring, Laravel, tailwind css",,4000000.0,7000000.0
SKU-SONU460,Software Engineer (Lead Developer),,8,Senior,"Bandung, Indonesia","D4 Manajemen Informatika, Politeknik Piksi Ganesha, Bandung ̶ 2016","D3 Teknik Informatika, Politeknik Piksi Ganesha, Bandung ̶ 2016",,0,0,,"PHP, JavaScript, Flutter, Next.js, Node.js, MySQL, PostgreSQL, Ubuntu, Apache, Nginx, AWS (EC2, RDS), Laravel, CodeIgniter, Bootstrap, jQuery, Slim API, Dart, SQL, Java, MongoDB, SQLite, SQL Server",[],15000000.0,25000000.0
SKU-NUNU885,,,0,Junior,Jakarta,,,,0,0,,"Laravel, NestJS, .NET, Node.js, ExpressJS, Tailwind CSS, React, jQuery, three.js, C, C++, C#, Python, Javascript/Typescript, PHP, HapiJS, Bootstrap, PostgreSQL, MySQL, MongoDB, Livewire, alpineJS, Docker, Kubernetes","[""freecodecamp""]",5000000.0,8000000.0
SKU-PRNU397,Practice Assistant - Information System Analysis and Design,,0,Junior,"Bandung, Jawa Barat","Bachelor’s degree of Information Systems with Honours, Telkom University, 2024",,,0,0,,"PHP (Laravel), Python, HTML, CSS, MySQL, Bizagi Modeler, Visual Paradigm, Draw.io, Miro, Figma, Canva, Microsoft Office (Word, Excel, PowerPoint), Google Workspace (Docs, Sheets, Slides)","[""System Analyst (BNSP)"",""Jira (Udemy)""]",4000000.0,6000000.0
SKU-NUNU691,,,0,Junior,"Surabaya, Indonesia","University of Pembangunan Nasional Veteran East Java - Surabaya, Indonesia Aug 2020 - Jul 2024 Bachelor Degree in, 3.96/4.00",,,0,0,,"Java, Golang, Javascript, Python, Codeigniter 3, MySQL, ExpressJS, MongoDB, Spring Boot, Kafka, Microservices","[""Junior Web Programmer Certification by BNSP  (2024)"",""English Proficiency Test (EPT) Certification by Language Center of UPN Veteran East Java  (2024)""]",4000000.0,6000000.0
SKU-NUNU777,,,8,Mid-Level,Bandung,,,,0,0,,"Java Script,PHP,Java,C#,ReactJS,VueJS,React Native,HTML5,CSS3,Material UI,Quasar,Bootstrap,ASP.NET,ExpressJS,PHP Native,MySQL,SQL Server,PostgreSQL,MongoDB,Selenium,Git (version control),Bitbucket (version control),RESTful APIs,AJAX,Webpack,Leaflet (for mapping),Open Layer (for mapping)",,8000000.0,14000000.0
SKU-WENU1445,Web Developer,,0,Junior,Kota Bandung,"SMKN 4 Bandung, Rekayasa Perangkat Lunak, 2021-2024",,,0,0,,"Javascript/Typescript, PHP, Python, Golang, SQL, Git, Linux",,4000000.0,6000000.0
SKU-MONU745,Mobile Developer,,1,Mid-Level,"Surabaya, East Java",Bachelor's Degree in Information Technology at Ibnu Sina University 2018 - 2022,"Apple Developer Academy, Infinite Learning Batam 2020",,0,0,,"Swift, Dart, PHP, UiKit, Flutter, React Native, Tailwind CSS, CSS, GitHub, Visual Studio Code, Android Studio, Xcode, SQL, Javascript",[],8000000.0,12000000.0
SKU-IONU423,iOS Developer,,3,Mid-Level,"Jakarta, Indonesia","Bachelor of Computer Science - Software Engineering, Brawijaya University, 2020",,,0,0,,"Typescript, Javascript, PHP, CSS, HTML, Swift, Golang, React, React Native, Node JS, MongoDB, PostgreSQL, MySQL",,12000000.0,18000000.0
SKU-FRNU379,Freelancer,,12,Senior,Bandung Barat,,,,0,0,,"Laravel, Vue.Js, React Js, Yii, React Native, CSS, SASS, MariaDB/MySQL, PostgreSQL, Magento, Prototype.js, jQuery, Ruby on Rails, MongoDB, Minio, Docker",[],15000000.0,25000000.0
SKU-ELTE416,Electrical Specialist,Teknisi,1,Junior,"Cikarang, Kab.Bekasi",SMK Ananda Mitra Industri Deltamas (2021 - 2024) Vocational High School – Elektronika Industri,,,0,0,,"Python, SQL, MySQL, Arduino, Vscode, Spyder, MySQL, Exceel, Jupyter Notebook, Tableu, Power BI,N8N,InfluxDB,Grafana,Node-Red",[],4000000.0,6000000.0
SKU-TENU075,Technical Writer,,1,Junior,"Bandung Jawa Barat, Indonesia","Universitas Pasundan - Bachelor of Engineering - BE, Informatics Engineering, 2022",,,0,0,,"Microsoft Office Advanced, UML / DFD Intermediate, Google Workspace Advanced, Materi Training Intermediate, Quick Guide Intermediate, MoM Basic, Software User Manual Intermediate, UAT Manual Basic, FSD Basic, TSD Basic, User Guide Document Basic, Cross Functional Flowchart Intermediate, Analytical Skills Intermediate, Design Documents Intermediate, Technical Documentation Basic, Writer Basic, Visio/Edraw Max/Draw Io Advanced, PRD (Product Requirement Basic Document Basic, Communication Skills Advanced, Teamwork Skills Advanced","[""Product Management Career Starter Kit Binar Academy - Program Fresh Graduate Academy, 06/2022 - Present"",""Product Management Career Stater Kit - Program Fresh Graduate Academy Digital Talent Scholarship (Kementerian Komunikasi dan Informatika), 06/2022 - Present"",""Intro to Product Management - RevoU, 03/2022 - Present""]",6000000.0,9000000.0
SKU-AINU1375,AI Training for Indonesian Writers at Outlier || Freelancer at Upwork || Founder at Liferia,,1,Mid-Level,"Pancoran Mas, West Java, Indonesia","Universitas Terbuka, Bachelor of Laws - LLB, Studi Hukum, Umum · (August 2023 - August 2027)","Jakarta Global University, Bachelor of Engineering - BE, Information Technology",,0,0,,"React.js, Analytical Skills, MySQL, Python, JavaScript, Java, HTML, CSS, Flask, Django, SQL, Pandas, Jupyter Notebook, Vue.js","[""Sertifikat Kelas Belajar C Dasar"",""Belajar Dasar Visualisasi Data"",""Memulai Pemrograman dengan Python"",""Belajar Membuat Front-End Web untuk Pemula"",""Belajar Analisis Data dengan Python""]",6000000.0,10000000.0
SKU-VENU1149,Vendor Programmer,,7,Mid-Level,"Bandung Metropolitan Area, West Java, Indonesia","STMIK LPKIA BANDUNG, Sistem Informasi, 2018","PKN & STMIK LPKIA BANDUNG, Teknik Informatika, 2016",,0,0,,"Word, MySQL, Canva, Java, ERP, Visio, Excel, C/C++, C#, PowerPoint, Microsoft Office, Google Drive, Katalon, Communication, Photoshop, Php, Odoo, CSS, Git, OOP, Web Development, Web Design, Figma, Jira / Trello, PostgreSQL, SQL/MySQL, SQL Server, SQLite, VMware, VirtualBox, IT support, IT Operations, Analytical Skills, Analisis Data, Data Entry, Database Management System, CRM software, CRM Databases, Customer Service, IT Management, IT Management Consulting",[],8000000.0,14000000.0
SKU-STNU504,Staff Unit ICT - Magang,,0,Junior,"Kota Payakumbuh, Provinsi Sumatera Barat","Universitas Islam Negeri Imam Bonjol – Padang, Indonesia, S.Kom, IPK: 3.66/4.00, Agt 2020 – Okt 2024",,,0,0,,"Data mining, analisis data, manajemen proyek SI, desain UI/UX, business plan, digital marketing, testing","[""Sisco Networking Academic Okt 2023"",""Fortinet Certified Fundamentals Fortinet Training Institute Okt 2023""]",3000000.0,5000000.0
SKU-SENU842,Senior Android Developer in Koanba,,6,Senior,Subang,"Bachelor Degree of Computer Engineering, Diponegoro University (2013‑2017)",SMAN 1 Kota Tangerang Selatan (2010‑2013),SMPN 1 Patok Beusi (2007‑2010),0,0,,"Android Studio, Flutter, Xcode(Swift), React Native, Java, Kotlin, SQLite, REST API, Firebase, Chuck, Zebra lang, SQL Server, Dart, Midtrans, DeepAr, Ali Player, Change Notifier, Socket, FFMpeg, Dio, Audio Player, Room, MVVM, Retrofit, Swift, Xcode, Agile, Jira, PDF render, Hive, Shared Preference, ExoPlayer, TUI, One Signal, Facebook Auth, Fastlane, LeakCanary, Sentry",[],18000000.0,30000000.0
SKU-FUFU197,Full Stack Developer,Fullstack Developer,2,Junior,South Tangerang,"PT DumbWays Indonesia Teknologi - South Tangerang, Indonesia July 2024 - Jan 2025 Certificate in Full stack Developer","Universitas Pelita Bangsa - Bekasi, West Java, Indonesia April 2021 – Present Bachelor’s Degree in Informatics (Ongoing)","SMK PGRI 1 Ngawi - Ngawi, East Java, Indonesia July 2016 – May 2019 Vocational High School Technical Computer and Networking",0,0,,"HTML, CSS, React, Typescript, JavaScript, Bootstrap, Material UI, Chakra UI, Tailwind CSS, Redux, Figma, Vercel, Node JS, Express, Prisma Studio, JWT, PostgreSQL, MySQL, REST API, Git, Zustand, Cloudinary",,8000000.0,12000000.0
SKU-SENU1135,Senior Fullstack Developer,,10,Mid-Level,Jakarta Timur,"SMU Negeri 58 Jakarta, High School – Social Sciences, DKI Jakarta, Indonesia (2006 – 2009)","SMP Negeri 147 Jakarta, Middle School, DKI Jakarta, Indonesia (2003 – 2006)",,0,0,,"PHP, MySQL, CSS, Javascript, Angular, Typescript, JAVA","[""Electrical Industrial Installer (with BNSP certification)"",""Cloud Practitioner Essential"",""Android Developer Expert"",""Mobile Web Specialist""]",12000000.0,18000000.0
SKU-SRNU632,Sr.Mobile Engineer Freelancer (React and Flutter Tech),,5,Senior,Indonesia,"Politeknik Negeri Jakarta, Bachelor of Computer Applied Science, 2022","SMK Negeri 1 Pangkalan Kerinci, null, 2017","SMP Plus Taruna Andalan, null, 2014",0,0,,"HTML, CSS,Delphi, PHP, Laravel, Boostrap, Codeigniter, ASP NET,.NET Core 6, Kotlin, Java, Swift,Android fundamental,Android Jetpack,MVP (Model - View - Presenter),MVVM (Model-View-ViewModel),MVC (Model-View-Controller),BLoC and GetX statemanagement,SOLID Principle & Clean Architecture,Flutter Framework (Dart),Version Control (GIT),Solidity, Python, C++,Truffle and Web3,Smart Contract, Distributed Systems, and Consensus Algorithms,Data Structures and Blockchain Technology,Embedded Systems,Data Binding,API Integration,Dependency Injection (Dagger2 or Hilt),Modularization,Reactive programming (RxJava2 or Coroutine Flow),3rd party library integration,Android Gradle Platform,Robust Application,Riverpod, Redux, Provider State management,NodeJS (RestfulAPI), Typescript, Nest.js,Git CLI or GUI,Security Android (Dexguard and Proguard),Google Cloud Platform, AWS, Azure,Kubernetes,PostGreSQL,SwiftUI, Combine, Core Data,Scrum, Kanban, XP,JIRA, Confluence,Agile Techniques: User Stories, AATD, TDD,SDLC Management,Effective Communication,Problem Solving and Project Dependency Management","[""Android Associate Developer Certificate – Google"",""Certified Scrum Master (CSM), 2023"",""Agile Certified Practitioner (PMI-ACP), 2024"",""Certified Agile Project Manager (Cert. APM)"",""Belajar Prinsip Pemrograman SOLID (Issued October 2022 - Expired October 2025)"",""Memulai Pemrograman Dengan Dart (Issued October 2022 - Expired October 2025)"",""Memulai Pemrograman Dengan C (Issued June 2021 - Expired June 2025)"",""Memulai Pemrograman Dengan Kotlin (Issued September 2021 - Expired September 2024)"",""Belajar Membuat Aplikasi Flutter untuk Pemula (Issued November 2022 - Expired November 2025)"",""Belajar Fundamental Aplikasi Flutter (Issued November 2022 - Expired November 2025)""]",18000000.0,30000000.0
SKU-MAFU115,Manual Quality Assurance Tester,Functional Tester,5,Mid-Level,"Medan, Indonesia","Widyatama University (2014 - 2018)
Bachelor of Computer – 3.24","National Polytechnic Institute of Cambodia (2017 - 2018)
Bachelor of Technology (Double degree)",,9500000,0,Immediately,"Microsoft, Postman",[],8000000.0,12000000.0
SKU-FUNU421,Full Stack Developer (Lead Role),,1,Mid-Level,Kota Bandung,"Universitas Langlangbuana, Teknik Informatika, 2025","SMK Plus Alhasanah, Teknik Komputer dan Jaringan, 2020",,0,0,,"HTML, CSS, Bootrap, Tailwind, PHP, Javascript, Laravel, React.Js, Node.js, XAMPP, MongoDB",,6000000.0,9000000.0
SKU-WENU616,Web Developer,,5,Mid-Level,"Bogor, West Java, Indonesia",,,,0,0,,"Node.js, MySQL, PostgreSQL, Docker, React.js, Next.js, Remix, Tailwind, TypeScript, JavaScript, Vite.js, HTML, CSS, pnpm, Kysely, Prisma, Sanity.io, Git, GitHub Actions, AWS Lightsail, AWS Amplify, AWS Lambda, AWS S3, Cloudflare, Cypress, Postman, Playwright, SSO, Lucia Auth",,8000000.0,12000000.0
SKU-OPNU986,Operation Support Staff,,6,Mid-Level,Surabaya,"Universitas 17 Agustus 1945 Surabaya (2015-2019) - Bachelor Degree (S-1) - Informatics Engineering, GPA 3.51",,,0,0,,"Html, CSS, Javascript, PHP, Laravel, Vue, Bootstrap, MySQL, Figma, Git","[""Laravel & Vue.js - Eduwork"",""Laravel Pemula Sampai Mahir - Udemy"",""Database MySQL : Pemula Sampai Mahir - Udemy""]",7000000.0,11000000.0
SKU-WENU938,Web Developer & Designer,,2,Mid-Level,Tangerang,SMK Lab Business School (Multimedia) / 2012 - 2015,,,0,0,,"Figma, UI Design, prototyping, Javascript, Web Development, Wordpress, E-Commerce, Company Profile, NUXT.js, Javascript Framework, Bootstrap, Framework CSS, Tailwind, Framework CSS, Excel, Olah Data & Function, VS Code, Code editor, PHP, Web development, Trello, Project managment",[],8000000.0,12000000.0
SKU-FRNU620,Frontend Developer,,2,Mid-Level,"Jakarta, Indonesia","Institut Teknologi Telkom Purwokerto (2018 - 2022)
Sarjana Komputer - Rekayasa Perangkat Lunak","SMA Al Irsyad Cilacap (2016 - 2018)
Jurusan IPS",,0,0,,"HTML, CSS, JavaScript, PHP, ReactJS, Vue Js, PostgreSQL, MySQL, Adobe XD","[""Sertifikasi Kompetensi Junior Web Developer\nBNSP – Oktober 2021"",""Belajar Membuat Aplikasi Flutter untuk Pemula\nDicoding Indonesia – Juni 2022"",""Scalable Web Service with Golang – DTS Kominfo 2022\nHacktiv8 Indonesia – Oktober 2022"",""Belajar Pemrograman Dasar JavaScript\nDicoding Indonesia – Oktober 2022""]",6000000.0,9000000.0
SKU-SONU1405,Software Engineer,,10,Senior,"Bandung, Indonesia","UIN Sunan Gunung Djati Bandung - Bandung, Informatics, 2012",,,0,0,,"CSS3, Sass, Tailwind, CSS, CSS3 React360, Javascript, WordPress, HTML 5, ReactJS, Typescript, PHP, MySql, Laragon, Xampp, Drupal, Prestashop, Less, JQuery, Laravel, Angular, GIT, Redux",[],15000000.0,25000000.0
SKU-DONU090,Document Enginer for Data Governance,,5,Mid-Level,"Depok, Jawa Barat","Universitas Tama Jagakarsa (2015-2019) Sarjana Teknik, Sistem Informasi - 3.60",Golden Engglish (Oktober 2021 – Maret 2022) Course Communication English,Nurul Fiqri IT Training (Oktober 2020 - Desember 2020) Web Complete,0,0,,"Data Analisis, Excel Intermediate, Cleansing data (Pandas dan Numpy), Visualisasi Data, Pivot Tabel dan Grafik, Matplotlib, Pyhton Programing, Machine Learning Supervised, Decision Tree, Naive Baise, KNN, Microsoft Power BI, Tableau, Google Colab, Microsoft Excel, Microsoft Office, My SQL Query, Pyhton, Jira Software, Microsoft Visio, Agile Methodology, UML, DDL, Microsoft Power Point, Documentation Backlog & Petunjuk Pengguna Aplikasi",[],8000000.0,12000000.0
SKU-SONU865,SOFTWARE ENGINEER,,3,Mid-Level,"Depok, West Java","GUNADARMA UNIVERSITY, Informatics Engineering, 2021","VOCATIONAL HIGH SCHOOL KAHURIPAN 2, Grapic Design, 2017",,0,0,,"HTML, C++, Alogrithmic Coding, SQL, Software application developer, Web Developer (Front End Developer, Back End Developer), Mobile Developer",[],8000000.0,12000000.0
SKU-BANU1124,Backend Developer,,1,Junior,,"State High School 3 Sumedang, High School in Mathematics and Natural Sciences, 2017 - 2020","Bandung State Polytechnic, Informatics Engineering, null",,0,0,,"Bootstrap, Go, PostgreSQL, MySQL, HTML, React JS, JSON Web Token (JWT), Bcrypt, JavaScript, CSS, Typescript, Socket.io, Redis, Mocha JS, GORM, PHP (CodeIgniter), Go language (Gorilla Mux, Echo, Fiber), React JS (React-Bootstrap), GIT, C, Java","[""SQL Intermediate - HackerRank"",""SQL Basic - HackerRank"",""Basic JavaScript Programming - Dicoding Indonesia"",""Go (Basic) - HackerRank"",""Java (Basic) - HackerRank""]",6000000.0,9000000.0
SKU-MANU1404,Maintainer Middle Back-end Developer,,1,Mid-Level,Surabaya,"INSTITUT TEKNOLOGI SEPULUH NOPEMBER Surabaya, East Java, Indonesia, Teknologi Informasi Department. GPA: 3.81 the Graduation Year March 2023","SMA N 11 Bekasi Bekasi, West Java, Indonesia, Field: Mathematics and Natural Science the Graduation Year 2017",,0,0,,"Golang, php, CodeIgniter, Javascript, Html, CSS, Bootstrap5, MySQL, PostgreSQL, MongoDB, ReactJs, Kotlin, Python, C, C++, SwiftUI, Android Studio, Visual Studio Codes, XCodes, Adobe Photoshop, Final Cut Pro, Docker, XAMPP Web Server, Django, AWS EC2, Cpanel, Windows, Linux (Debian) and CentOS, MacOS, Microsoft Excel, Word, Powerpoint","[""Pengenalan Undang-Undang Pelindungan Data Pribadi (UU PDP), Pijar Mahir, May 21, 2024"",""Design of Data Transfer Efficiency on Smart Street Light Based on Long Range Wide Area Network Protocol, The Institute of Electrical and Electronics Engineers, August 23, 2023"",""TOEFL ITP ETS TOEFL ITP, Student Number 20221216018 December 16, 2022"",""Belajar Dasar-Dasar DevOps Dicoding, Number of Certificate 2VX310WM4ZYQ July 19, 2022 - July 17, 2025"",""Belajar Membuat Aplikasi Android Untuk Pemula Dicoding, Number of Certificate N9ZOEE9Q6XG5 July 17, 2021 - July 17, 2024"",""Scientific Computing with Python freeCodeCamp, January 30, 2021"",""APIs and Microservices freeCodeCamp, September 18, 2020"",""Data Visualization freeCodeCamp, August 2, 2020"",""Front End Development Libraries freeCodeCamp, July 18, 2020"",""Javascript Algorithms and Data Structures freeCodeCamp, June 9, 2020"",""Responsive Web Design freeCodeCamp, May 28, 2020"",""What is Data Science? Udemy, Number of Certificate UC-97aeaNS425-5c9a-4c52-8406-1ccfa3269cfe February 1, 2020"",""Design Thinking Udemy, Number of Certificate UC-41U93C18 January 14, 2020"",""HTML Introduction Udemy, Number of Certificate UC-WE9YL6HF January 4, 2020"",""Introduction to the Internet of Things and Cloud Udemy, Number of Certificate UC-SVL40Q1H January 2, 2020"",""Python Programming Training zeolearn, January 22, 2020"",""Image Processing on Raspberry Pi Udemy, Number of Certificate UC-7PFTZMYF December 20, 2019""]",8000000.0,12000000.0
SKU-SONU770,Software Engineer - Backend,,3,Mid-Level,"Bekasi, Jawa Barat","Del Institute of Technology, Balige, North Sumatra. Diploma 3 - Information Technology (2018-2021)",,,0,0,,"Java, Php, C#, Javascript, SqlSever, MySql, PostgreSql, MongoDb, Springboot, CodeIgniter, CakePHP, Laravel, .Net, Microservices, NetBeans, Git, Eclipse, Unity, Android Studio, Visual Studio, Flutter","[""Certificate - Junior Web Developer - BPPTIK (March 2021)""]",8000000.0,12000000.0
SKU-INNU502,Informatics Application Management Staff,,1,Junior,Bandung,"Telkom University Bandung, Bachelor of Computer Science, 2022","Baleendah 1 Senior High School, Natural Science, 2015",,0,0,,"Microsoft Office (Word, Excel, Power Point, Visio), Python, Kotlin, PHP, HTML, CSS, Jupyter Notebook, Pandas, Matplotlib, CodeIgniter, Laravel, Adobe Photoshop, Adobe Premiere Pro",,5000000.0,8000000.0
SKU-SONU1157,Software Developer,,2,Mid-Level,"Jakarta, Indonesia","Hacktiv8 Jakarta, Indonesia
Full Stack JavaScript Immersive Program (Transcript) January 2024 – May 2024","Sumbawa University of Technology Sumbawa, Indonesia
Bachelor of Informatics Engineering (GPA 3.56/4.00) 2016 – 2020",,0,0,,"JavaScript, Typescript, React JS, React-Native, Vite JS, Socket.io-Client, State Management, React-redux, Redux-ToolKit, EJS, Axios, OAuth 2.0, Next.js, HTML & CSS, Bootstrap, Tailwind, DaisyUI, Firebase Deployment, Node JS, Express, Sequelize, PostgreSQL, MySQL, API, REST-Full API, Test Driven Development, Socket.io, Cloud Deployment (Supabase & AWS EC2), MongoDB, Redis, GraphQL, OAuth 2.0 (google OAuth), Apollo-server","[""Javascript (Basic) Issued on May 2024"",""React (Basic) Issued on May 2024"",""SQL (Basic) Issued on May 2024"",""Problem-Solving (Basic) Issued on May 2024"",""CSS (Basic) Issued on May 2024"",""Android apps development for Beginner Issued on June 2019""]",8000000.0,12000000.0
SKU-SENU1411,Senior Software Engineer,,6,Mid-Level,"Bogor, Indonesia","UNIVERSITAS MERCU BUANA, Bachelor of Computer Science, 2024",,,0,0,,"Node.js, NestJS, Koa.js, Express.js, Vue.js, Nuxt.js, Next.js, Django REST, Laravel, AWS S3, AWS Lambda, AWS SNS, AWS SQS, AWS DynamoDB, PostgreSQL, MySQL, GraphQL, RabbitMQ, Redis, Hasura, Tailwind CSS, Bulma CSS, Bootstrap CSS, HeadlessUI, Jenkins, Docker, Visual Studio Code, Postman, Jira, Trello, ClickUp, Slack","[""CERTIFIED ALIBABA CLOUD ASSOCIATE"",""CERTIFIED ANDROID APP FUNDAMENTALS"",""CERTIFIED SECURE COMPUTER USER""]",12000000.0,18000000.0
SKU-ITNU1165,IT JUNIOR PROGRAMMER & FULLSTACK DEVELOPER,,1,Junior,KOTA CIREBON,"Ahli Madya Komputer (A.Md.Kom.), Teknik Informatika, Politeknik Negeri Indramayu, 2023",,,0,0,,"Vue Js, React Native, PHP Native, Laravel, Codeigniter, Javascript, MySql, Git, jQuery",[],4000000.0,7000000.0
SKU-FRNU1163,Frontend Web Developer,,3,Mid-Level,,"On Leave
September 2022 - February 2023
Universitas Teknologi Digital Indonesia
Computer Science
Learning the fundamentals of learning Java programming languages and practicing learned materials.
Study how networks work and network with various devices using simulations until successful.
Statistical learning in calculating population and sampling manuals went practiced using the R programming language.","July 2018 - June 2021
SMK Telkom Purwokerto
Software Engineering
GPA : 88,71
Develop a given application system using the NodeJS framework with a design designed with the Jade programming language.
Develop the UI of the given application as the final project as a Frontend Developer, the team chose to create a news portal to be
created using Flutter.
Develop a given application as a final project as a Frontend Developer, a CRUD project built using C# and HTML CSS.",,0,0,,"Javascript, HTML, CSS, React (React JS, Next JS), GIT, RESTful API, Redux, Material UI, CMS, NPM, Typescript","[""Oracle Academy\nBasic Data"",""Progate (Ready Set Code 2)\nJavascript"",""Kotakode X DQLab\nData Science""]",8000000.0,12000000.0
SKU-MAAD012,Mahasiswa,Admin,0,Entry-Level,"Sumedang, Jawa Barat","Universitas Al-Ghifari - Bandung, Jawa Barat 2020 - Sekarang, S1 Ilmu Administrasi Negara","SMK PPN Tanjungsari - Sumedang, Jawa Barat 2017 - 2020, Agribisnis Pengolahan Hasil Pertanian","SMP Negeri II Tanjungsari - Sumedang, Jawa Barat 2014 - 2017",0,0,,"Microsoft Office (Word, Excel, Power Point), Canva",,3000000.0,5000000.0
SKU-FUNU400,Full Stack Developer,,10,Senior,"Ciawi, Bogor , Jawa Barat",LP3i Bussiness College (D2),,,0,0,,"Node.js, Vue.js, React, Flutter, MongoDB, PostgreSQL, REST APIs, Git, Docker, Android Java, Postgre, Mysql, NestJS, Java Spring Boot, Python, Laravel, PHP",[],18000000.0,28000000.0
SKU-NUNU286,,,4,Mid-Level,"Jakarta, Indonesia","Bina Nusantara University, Bachelor of Computer Science (3.8/4.0), 2016 - 2020",,,0,0,,"Java, Spring Boot, PostgreSQL, ReactJS, Jenkins, Pentaho, Android, NodeJS, Quarkus, MongoDB, NextJs, OpenShift, Kafka",,10000000.0,15000000.0
SKU-JUNU706,Junior Software Developer,,3,Mid-Level,Jakarta,"Bachelor of Computer Science Universitas Pembangunan
Negeri Veteran Jakarta, Jakarta, Indonesia 09/2020 - 09/2024",,,0,0,,"JavaScript, TypeScript, Python, PHP, Dart, Laravel, Node.js, React.JS, Next.JS, Express, Hapi, NestJS, MongoDB, MySQL, Firebase, Git, Android Studio, Visual Studio Code, Postman, PostgreSQL, Redis, RabbitMQ, Bootstrap, Tailwind, Ant Design, Material UI, Mantine, Microservices, Frontend, Backend, Full-Stack, English, Indonesia",,8000000.0,12000000.0
SKU-NUNU1205,,,3,Junior,Kudus,"Universitas Teknologi Yogyakarta| November 2017 – Februari 2023
Sarjana Komputer
Jurusan Informatika Dengan Konsentrasi Pengembangan Aplikasi Web & Mobile
IPK: 3.26/4.0",,,0,0,,"Javascript, Typescript, ReactJS, VueJS, NextJS, Html, Css, TailwindCSS, MongoDB, NodeJS, ExpressJS, Greensock, Git, Mysql, Firebase, postgresql, python, flask",,6000000.0,9000000.0
SKU-INNU1376,Informatics Engineering Student at Politeknik Harapan Bersama,,3,Mid-Level,"Tegal, Central Java, Indonesia","Politeknik Harapan Bersama, Informatics Engineering, 2025","SMK Negeri 1 Adiwerna, Computer Engineering, 2021",,0,0,,"Laravel, Flask, Tensorflow, OpenCV, Ultralytics, Python, R","[""Introduction to R"",""Using Python to Interact with the Operating System"",""HCIA-Datacom V1.0"",""Cloud Practitioner Essentials (Belajar Dasar AWS Cloud)"",""Belajar Dasar Visualisasi Data"",""TensorFlow Developer Certificate""]",7000000.0,12000000.0
SKU-NUNU705,,,3,Junior,Jakarta,"BS Universitas Sumatera Utara Medan, Sept 2020 - Jun 2024",,,0,0,,"JavaScript, Python, PHP, C++, NodeJS, Flask, MySQL, Postgresql, MongoDB, Redis, HTML, CSS, ReactJS, VueJS, Laravel, React Native, Android Studio, Git, Docker, AWS","[""Google IT Support by Google on Coursera Dec 2022"",""Datacamp Jun 2022"",""Network Automation Engineering Fundamentals Mar 2023"",""Preparing for Google Cloud Certification: Cloud Network Engineer Apr 2023""]",6000000.0,9000000.0
SKU-SENU868,Senior iOS Developer,,5,Senior,"Jakarta, Indonesia",Islamic University of Indonesia - Bachelor of Computer Engineering,,,0,0,,"Swift, MVVM, TCA (The Composable Architecture), RxSwift, Moya, Texture iOS, NextJs, Tailwind CSS, HTML, CSS, Javascript",[],18000000.0,28000000.0
SKU-COFR161,"Co – Founder, Front End Developer",Frontend Developer,4,Mid-Level,,Telkom University | D3 Teknik Informatika | CGPA: 3.20 01/08/2017 – 30/11/2020,,,0,0,,"Javascript, Typescript, PHP, React.js, Next.js, Node.js, Express.js, Bootstrap 5, Tailwind CSS, Firebase, Mongo DB, MySql, Laravel",[],8000000.0,12000000.0
SKU-SONU912,Software Developer/ Backend,,3,Mid-Level,East Jakarta,Universitas Persada Indonesia Y.A.I - Sistem Informasi - 2021,,,0,0,,"Bamboo, Kuburnates, Agile Scrum, GitLab, Git Hub, BitBucket, REDIS, KAFKA, MICROSERVICE, DOCKER, LINUX, MinIo, Golang (Echo, Fiber, GIN), PHP (laravel ,CI), NodeJs (Expres), Postgres Sql, MySql, SQL Server",[],8000000.0,12000000.0
SKU-NUNU1166,,,0,Junior,Bogor,Universitas Indraprasta PGRI 2020 – 2024,SMK Negeri 1 Cibinong 2017 – 2020,,0,0,,"HTML, CSS, Javascript, PHP, Laravel, Vue JS, React, Java, Springboot, Golang","[""Theoritical Understanding of HTML , Sololearn, Nomor : CT – TNJN2041, 2018"",""Theoritical Understanding of PHP , Sololearn, Nomor : CT – SZG5GMAK, 2018"",""Pemrograman Go-Lang : Pemula sampai Mahir, Udemy, Nomor : UC-f75676c7-1387-41ff-9d62-61ae930707bb , 2022"",""Kampus Merdeka MSIB Batch 6, PT BTPN Syariah Tbk, Pelaksana Pusat Kampus Merdeka, Nomor : 1721028768, 2024""]",4000000.0,7000000.0
